u,g,r,i,z,class
26.74498,21.93767,20.73596,19.77173,19.2843,GALAXY
18.53117,17.2106,16.74328,16.43525,16.27653,GALAXY
19.3278,17.39148,16.44621,15.97267,15.60799,GALAXY
19.25483,17.55303,16.58533,16.08569,15.75179,GALAXY
22.20578,19.99804,18.47803,17.88212,17.54631,GALAXY
17.80535,16.12742,15.30933,14.86105,14.51626,GALAXY
25.46746,22.29394,20.64605,19.63727,19.36769,GALAXY
22.60141,20.68734,18.88742,18.14911,17.64463,GALAXY
25.68897,21.86576,20.10452,19.29697,18.83962,GALAXY
21.37511,20.91487,20.06684,19.20045,18.82808,GALAXY
19.91901,17.86776,16.84208,16.36963,15.99209,GALAXY
19.96653,18.4437,17.69639,17.30491,17.01647,GALAXY
25.42481,21.9874,20.54655,19.38962,18.93113,GALAXY
18.05834,16.35587,15.46738,15.00343,14.62618,GALAXY
21.05922,18.74746,17.35732,16.75118,16.30883,GALAXY
22.26353,19.70468,18.0508,17.45736,17.09857,GALAXY
25.47787,22.8781,21.08738,19.68926,19.19243,GALAXY
21.94962,21.18269,20.94567,21.03368,20.58016,QSO
25.11191,22.48157,20.6739,19.70874,19.2925,GALAXY
21.54828,21.57664,20.41441,19.59179,19.58596,GALAXY
19.73286,18.37253,17.67253,17.28366,17.05335,GALAXY
25.7019,21.75193,20.4424,19.61112,19.15734,GALAXY
22.33864,21.27017,19.77873,18.90413,18.61772,QSO
22.71851,20.86554,20.61694,20.55239,20.42731,QSO
19.44605,18.19278,17.56541,17.24577,17.031,GALAXY
22.49737,21.37805,19.45752,18.81225,18.32023,GALAXY
25.92268,20.23437,18.56674,18.00894,17.65729,GALAXY
20.30242,18.46647,17.67796,17.26831,16.98874,GALAXY
23.4321,21.72305,21.44921,21.89274,21.5202,QSO
23.49576,22.1592,22.04959,22.07345,21.71638,QSO
22.05527,21.05181,19.39963,18.64714,18.07775,GALAXY
24.04295,22.2856,20.72198,19.44899,19.09543,GALAXY
21.99933,20.32189,18.69189,18.10612,17.76019,GALAXY
19.81902,17.75269,16.68159,16.20598,15.81728,GALAXY
20.2435,18.39966,17.41837,16.98635,16.63895,GALAXY
19.58548,18.29897,17.75624,17.43356,17.23072,GALAXY
24.48792,24.34144,21.64056,20.32259,19.95818,GALAXY
21.17455,19.49431,18.09625,17.52549,17.19713,GALAXY
24.07317,23.18237,21.81901,21.49142,20.41217,QSO
20.08937,18.42099,17.44677,16.93967,16.5501,GALAXY
23.27052,21.71144,20.34075,19.489,18.9082,GALAXY
19.99953,18.01607,16.97428,16.48546,16.07308,GALAXY
17.50409,16.3717,15.9303,15.65826,15.49142,GALAXY
25.69695,21.07769,19.47792,18.49289,18.01154,GALAXY
19.22638,18.09051,17.4777,17.08701,16.83922,GALAXY
20.58949,18.63689,17.51868,16.96221,16.53229,GALAXY
19.2416,17.81688,17.37611,17.16377,17.01627,GALAXY
20.72621,18.67406,17.49876,16.98659,16.65141,GALAXY
21.6247,20.94732,20.79139,20.75444,20.34966,QSO
21.33134,19.06321,17.7623,17.28694,16.92032,GALAXY
20.95164,19.05944,17.33265,16.75014,16.38385,GALAXY
21.67781,20.942,19.34334,18.65084,18.14981,GALAXY
23.4152,22.7434,21.25557,19.84807,19.40924,GALAXY
19.60862,18.39855,17.7522,17.29803,17.07072,GALAXY
25.20593,21.79363,20.11146,19.17686,18.71343,GALAXY
18.70883,16.60977,15.5608,15.05495,14.63674,GALAXY
24.63466,21.9404,20.9838,20.03023,21.78583,GALAXY
19.92456,18.12777,17.32475,16.92329,16.61702,GALAXY
18.81205,17.72108,17.34906,17.17506,17.14533,GALAXY
24.74835,21.64263,20.03328,19.18806,18.74474,GALAXY
19.3156,18.30285,17.84991,17.666,17.56858,GALAXY
23.34846,21.59428,19.7485,18.92624,18.35949,GALAXY
25.15007,20.75164,18.9924,18.24952,17.85033,GALAXY
20.70238,18.72645,17.65388,17.1614,16.76027,GALAXY
19.61528,17.54418,16.55307,16.11081,15.76418,GALAXY
21.36563,19.08709,17.76587,17.25527,16.88026,GALAXY
25.10149,22.50198,20.73476,19.74064,19.29529,GALAXY
23.8496,22.53517,20.68103,19.48723,19.03634,GALAXY
17.95324,15.9774,15.09932,14.66612,14.3385,GALAXY
24.6041,21.70637,20.16279,19.25652,18.65073,GALAXY
23.12146,21.90184,20.19828,19.32987,18.75144,GALAXY
25.19157,22.32218,20.55795,19.6002,19.29972,GALAXY
23.27742,22.10387,20.51719,19.60688,19.12302,GALAXY
24.52537,20.74423,18.96698,18.40097,18.07273,GALAXY
21.39975,19.06163,17.62823,17.06112,16.61122,GALAXY
19.6416,18.16393,17.25504,16.80417,16.43398,GALAXY
19.28594,17.43787,16.55803,16.19522,15.90417,GALAXY
19.23939,17.67426,16.83733,16.40756,16.06926,GALAXY
18.13051,16.87256,16.36268,16.0772,15.91943,GALAXY
23.18729,22.39568,20.87272,19.88753,19.41863,GALAXY
23.48656,20.09668,18.39456,17.76272,17.4418,GALAXY
25.01623,22.17169,20.34855,19.10506,18.71495,GALAXY
22.78078,21.87282,21.76871,21.9787,21.59584,QSO
25.32842,22.03298,20.53119,19.54036,19.14747,GALAXY
19.47116,18.21347,17.6298,17.26626,17.11823,GALAXY
19.26413,17.99285,17.21305,16.72413,16.47643,GALAXY
24.66191,22.17946,20.70917,19.34166,18.87118,GALAXY
21.06296,20.51989,20.37733,20.4275,20.2118,QSO
22.46965,22.45915,21.02458,19.8311,19.38702,GALAXY
23.55273,21.98666,20.67674,19.887,19.29865,GALAXY
25.66973,22.67881,20.93592,19.92924,19.70317,GALAXY
24.22739,22.39561,20.78461,19.84016,19.67915,GALAXY
19.15293,17.26907,16.41531,16.0275,15.72817,GALAXY
23.1365,21.48762,19.9656,19.07179,18.69443,GALAXY
20.28392,18.27474,17.33422,16.86955,16.52394,GALAXY
24.53187,21.76283,20.55107,19.70954,19.13586,GALAXY
25.53602,22.44444,20.79609,19.91113,19.40409,GALAXY
17.84497,16.72518,16.27406,16.02051,15.92959,GALAXY
25.80796,22.48555,20.62104,19.65143,19.21008,GALAXY
19.73066,18.37371,17.52356,17.0625,16.64846,GALAXY
19.6275,18.28856,17.56423,17.17159,16.97498,GALAXY
19.28193,18.05765,17.64572,17.41428,17.31083,GALAXY
26.5592,21.60865,19.95768,19.0326,18.64165,GALAXY
18.92271,17.04011,16.14897,15.69965,15.35444,GALAXY
19.59506,18.5484,17.66092,17.10657,16.78227,QSO
19.12601,17.88646,17.44538,17.18036,17.06429,GALAXY
19.77939,17.78441,16.66414,16.20502,15.8708,GALAXY
22.70148,21.4281,21.07856,21.16684,21.49227,QSO
24.32985,23.01335,20.93936,19.8288,19.40238,GALAXY
23.82097,21.94402,20.22943,19.29689,18.96219,GALAXY
24.10703,22.42226,20.2797,19.38715,18.83451,GALAXY
19.54624,18.39673,17.76094,17.38003,17.19815,GALAXY
23.06798,21.2914,19.46949,18.7972,18.47365,GALAXY
22.77357,21.09624,19.21466,18.39809,17.99421,GALAXY
18.78832,17.06969,16.28564,15.88173,15.59353,GALAXY
25.37218,21.40883,19.59309,18.87998,18.52075,GALAXY
21.99812,21.11042,20.97092,21.06746,20.89746,QSO
19.77871,18.07957,16.97873,16.47566,16.08982,GALAXY
20.21631,19.91181,19.8991,19.95567,19.67924,QSO
20.07077,19.63559,19.43949,19.14928,19.10198,QSO
18.94561,17.40695,16.61777,16.19738,15.8867,GALAXY
23.29234,21.30871,19.46874,18.76249,18.28305,GALAXY
24.63497,23.19292,23.05544,22.04212,21.72481,GALAXY
21.21888,19.58813,18.12977,17.60226,17.23169,GALAXY
23.07373,21.75403,20.09371,19.17566,18.74096,GALAXY
25.48161,21.97824,20.03461,19.08645,18.48141,GALAXY
24.07944,22.66412,20.92657,20.13065,19.73867,GALAXY
23.87725,22.5802,20.43668,19.39385,18.86186,GALAXY
19.09189,18.14206,17.72249,17.42813,17.34307,GALAXY
24.64117,22.73148,21.00896,20.05323,19.80351,GALAXY
20.4828,18.52495,17.32383,16.70043,16.44122,GALAXY
24.94243,21.84241,21.44401,20.14565,22.72322,GALAXY
22.13507,20.55767,18.80521,18.11485,17.67716,GALAXY
26.33743,21.91334,20.04444,18.85161,18.33128,GALAXY
18.88359,18.6512,18.15009,18.10633,18.1109,QSO
26.46764,22.12253,20.4601,19.50984,19.06347,GALAXY
20.53559,18.61761,17.77682,17.24791,16.94065,GALAXY
22.38641,21.33671,21.18326,20.61612,20.59207,QSO
23.71017,22.62427,20.62493,19.69182,19.97618,GALAXY
21.8428,21.12506,20.0591,19.24123,18.70676,GALAXY
23.66908,22.54775,20.8082,19.92595,19.35485,GALAXY
21.09087,19.2024,17.8601,17.35347,16.92039,GALAXY
20.19571,18.12903,17.14024,16.71942,16.37739,GALAXY
19.74043,18.21166,17.27935,16.77434,16.41829,GALAXY
21.0757,18.91411,17.81629,17.33871,17.05229,GALAXY
23.05475,22.19474,20.36873,19.35787,19.16487,GALAXY
25.53809,21.92506,20.35507,19.52004,19.05466,GALAXY
21.83708,20.83821,18.9399,18.19018,17.74955,GALAXY
19.34815,18.84292,18.55785,18.28255,18.26491,GALAXY
23.15882,22.50054,21.008,20.06914,19.69593,GALAXY
23.04418,21.21964,19.42484,18.6939,18.27997,GALAXY
25.19081,22.78521,20.84601,19.81975,19.33163,GALAXY
22.90337,21.40556,20.79908,20.81619,20.62591,QSO
25.28085,23.09046,21.14686,20.2079,19.78225,GALAXY
24.02085,20.60576,18.87004,18.22706,17.98951,GALAXY
25.35284,23.26534,20.32135,19.09861,18.26961,GALAXY
23.64764,22.16883,20.57771,19.65215,19.12437,GALAXY
22.91731,22.01909,20.37045,19.44532,18.853,GALAXY
21.99742,20.7277,20.44069,20.53488,20.69792,QSO
23.08601,22.70478,20.93937,20.00159,19.505,GALAXY
23.54784,22.96109,21.10643,20.16876,19.47445,GALAXY
20.07784,18.21683,17.29073,16.91979,16.57032,GALAXY
25.73582,23.03314,20.93616,19.90418,19.27276,GALAXY
17.09453,15.26789,14.42462,14.01376,13.72376,GALAXY
25.46625,22.36077,20.55541,19.60056,19.02272,GALAXY
26.11072,24.8637,22.97221,21.17199,19.95766,GALAXY
17.46177,15.32271,14.31277,13.81279,13.44344,GALAXY
19.19489,19.03384,18.79183,18.42245,18.31493,QSO
18.99256,17.65209,17.02357,16.60258,16.39368,GALAXY
22.85028,22.04094,22.12752,21.63864,22.20846,QSO
22.57547,22.36984,20.46099,19.52411,18.95862,GALAXY
20.3598,18.30264,17.36783,16.93766,16.54903,GALAXY
21.00327,20.34655,20.20709,20.1075,20.01307,QSO
17.78856,16.14527,15.37263,14.96721,14.6406,GALAXY
20.37747,18.20259,17.06908,16.50285,16.11876,GALAXY
19.44643,17.65893,16.76669,16.33793,15.99003,GALAXY
18.96393,16.97932,15.95739,15.5052,15.11884,GALAXY
18.79626,17.67245,17.34549,17.17725,17.07636,GALAXY
18.90697,18.85839,18.76493,18.55577,18.55444,QSO
19.36005,18.25603,17.84192,17.62118,17.44364,GALAXY
24.77489,22.85966,20.75605,19.65391,19.21637,GALAXY
19.25228,17.34267,16.42358,15.91658,15.53775,GALAXY
20.88034,18.70726,17.47421,16.96818,16.55552,GALAXY
23.34219,23.05051,21.04757,19.76723,19.0824,GALAXY
17.81496,16.33902,15.65988,15.30547,15.01789,GALAXY
19.81903,19.26789,19.11723,18.84276,18.81899,QSO
23.39374,20.7042,19.9016,19.21962,18.99835,QSO
24.58989,23.00843,21.33344,20.02857,19.59115,GALAXY
25.05768,22.08998,20.46627,19.61331,19.11926,GALAXY
23.3835,22.75981,21.00413,20.26938,19.32781,QSO
23.54938,22.46236,20.67278,19.86476,19.39539,GALAXY
20.40051,18.55593,17.64169,17.10168,16.73093,GALAXY
20.36987,17.53389,33.84567,15.6071,15.40188,GALAXY
21.00981,18.87886,17.77859,17.31921,16.92266,GALAXY
22.6396,20.48628,18.8924,18.24117,17.76125,GALAXY
23.37286,22.65436,20.95707,19.86112,19.53784,GALAXY
24.45177,21.66256,19.80913,18.87319,18.55972,GALAXY
19.80786,18.13079,17.41044,17.04969,16.87134,GALAXY
22.15086,20.95387,19.70828,18.89016,18.49477,GALAXY
24.36734,22.19134,19.98559,18.63533,17.86607,GALAXY
22.14573,21.30165,20.25733,19.40154,18.95651,GALAXY
24.08901,21.88689,20.2616,19.2983,18.63965,GALAXY
16.32528,14.52235,13.5805,13.07925,12.6851,GALAXY
21.15892,19.05322,17.80705,17.28934,16.92917,GALAXY
20.70755,18.83446,17.68567,17.18748,16.85033,GALAXY
22.57415,22.18028,20.87704,19.85992,19.59089,GALAXY
19.51773,18.36403,17.75331,17.38556,17.13609,GALAXY
22.51219,20.35844,18.42216,17.6441,17.2028,GALAXY
20.48528,18.6183,17.6487,17.14288,16.8634,GALAXY
18.9132,17.06435,16.14793,15.71685,15.39085,GALAXY
24.03291,22.43396,20.65146,19.59546,19.05257,GALAXY
22.51177,21.83524,20.47326,19.60472,19.19204,GALAXY
26.3815,21.18986,19.88688,18.81908,18.31094,GALAXY
23.44189,21.9622,21.14216,19.88742,19.34051,GALAXY
19.00965,17.39153,16.69075,16.28208,16.0359,GALAXY
20.14207,18.62827,17.68503,17.17293,16.90499,GALAXY
24.56281,21.94939,21.54391,21.44892,21.28356,QSO
25.18034,22.17924,20.94562,20.03203,19.4258,GALAXY
20.13576,18.39175,17.61382,17.26651,16.98083,GALAXY
22.91392,21.45125,19.81904,18.89514,18.40395,GALAXY
24.37109,21.87036,20.28343,19.48259,19.29039,GALAXY
22.18061,19.95331,18.44946,17.84957,17.51623,GALAXY
20.45504,20.02498,19.87562,19.72093,19.55134,QSO
18.25411,16.49219,15.68991,15.31153,15.01379,GALAXY
19.6509,17.95487,17.19299,16.85078,16.61754,GALAXY
20.1089,18.21404,17.22664,16.7956,16.43823,GALAXY
19.69037,18.47486,17.71393,17.22383,16.91332,GALAXY
21.19075,20.61188,19.44618,18.43448,18.5384,GALAXY
24.46924,21.24182,19.41417,18.72712,18.24939,GALAXY
20.45248,19.90484,19.82539,19.71821,19.38528,QSO
22.94646,22.52944,20.73229,19.62194,18.8998,GALAXY
17.89175,16.64381,16.15037,15.84368,15.65755,GALAXY
17.24835,16.14438,15.77222,15.51391,15.31549,GALAXY
24.56459,21.98567,20.0599,19.11788,18.79691,GALAXY
19.74648,19.85649,19.625,19.62932,19.54882,QSO
25.56751,21.3974,20.76464,20.50672,20.647,QSO
27.32399,22.2456,20.66881,19.12173,19.00423,GALAXY
22.47305,20.52816,18.94039,18.28378,17.80303,GALAXY
24.78144,24.01699,21.4165,20.24943,19.8752,GALAXY
20.48287,18.69121,17.62296,17.16882,16.74101,GALAXY
19.15295,18.95352,18.80957,18.75935,18.73877,QSO
19.44735,18.27157,17.42969,16.9731,16.69573,GALAXY
19.37347,17.33467,16.37309,15.92871,15.57458,GALAXY
19.68026,19.06689,18.87115,18.71379,18.67389,QSO
19.12982,17.41959,16.56609,16.14719,15.81334,GALAXY
19.8699,19.66107,19.05952,18.94176,19.0049,QSO
22.85395,22.00288,20.44219,19.54252,19.15777,GALAXY
20.00435,18.01423,17.00643,16.52873,16.13055,GALAXY
22.76918,20.60989,19.28917,18.74076,18.44489,GALAXY
19.94745,18.24282,17.37667,16.942,16.63492,GALAXY
22.65244,21.28375,19.28431,18.47139,18.00963,GALAXY
18.99441,17.61389,16.95701,16.58497,16.32998,GALAXY
24.57546,20.79748,18.90895,18.13873,17.63932,GALAXY
25.37895,22.25393,20.76434,19.76366,19.21412,GALAXY
22.90093,21.51933,20.04618,19.0555,18.49095,GALAXY
23.84482,22.23522,20.63565,19.67986,19.3134,GALAXY
18.9753,16.96113,15.97687,15.52224,15.14956,GALAXY
19.40744,18.1347,17.3763,17.01394,16.70872,GALAXY
24.01215,22.82939,21.03396,20.06131,19.6973,GALAXY
18.24399,17.15119,17.142,17.1877,17.26971,GALAXY
23.01732,21.09314,19.26595,18.66158,18.2613,GALAXY
19.93646,18.13273,17.2116,16.67327,16.49198,GALAXY
25.54664,23.16007,21.34522,20.01076,19.49719,GALAXY
24.61821,22.92802,21.26605,20.34031,20.03047,GALAXY
24.63784,22.67498,20.8413,20.27091,20.03741,GALAXY
21.20306,18.63612,17.31031,16.77917,16.39431,GALAXY
21.71648,19.17446,17.54303,16.94752,16.55288,GALAXY
21.16914,20.82841,20.49764,20.63692,20.158,QSO
24.87062,20.63367,18.81165,18.16764,17.70094,GALAXY
18.26159,16.90268,16.36831,16.01956,15.84196,GALAXY
19.07659,18.99609,18.69194,18.62533,18.59084,QSO
24.37327,22.21491,20.61974,19.74754,19.35305,GALAXY
25.82977,21.88538,20.06701,19.16022,18.66933,GALAXY
21.28294,19.14023,17.72126,17.17851,16.79597,GALAXY
20.99075,20.58902,20.52902,20.45324,20.06519,QSO
24.98218,20.92446,18.48769,18.08675,17.48956,GALAXY
23.39532,22.4931,20.84333,19.89205,19.34894,GALAXY
25.02263,24.45394,21.63542,20.30797,19.80263,GALAXY
17.44973,15.59657,14.74358,14.33336,14.04715,GALAXY
24.43096,22.3989,20.55648,19.54807,19.22547,GALAXY
18.55499,17.2745,16.83934,16.66168,16.50003,GALAXY
18.40809,18.17032,17.86781,17.85767,17.8846,QSO
23.72015,24.15222,21.17927,19.7932,19.18117,GALAXY
23.77871,22.59838,21.39322,20.32202,19.80689,GALAXY
25.26973,21.60057,19.60264,18.89435,18.3862,GALAXY
21.94858,21.05422,20.93792,20.88647,20.33802,QSO
19.22351,18.0768,17.5964,17.30755,17.19996,GALAXY
24.21543,20.78703,19.05746,18.38233,17.93985,GALAXY
24.05018,22.51323,20.59225,19.71458,19.5874,GALAXY
24.79717,20.4339,18.44922,17.61213,17.15029,GALAXY
18.14707,17.01091,16.73439,16.52636,16.49053,GALAXY
24.52226,21.45829,19.58461,18.83886,18.33872,GALAXY
18.86601,16.85266,15.83498,15.35715,14.94116,GALAXY
17.18149,16.18044,15.78956,15.6208,15.51169,GALAXY
23.90299,22.65324,20.92575,19.67232,19.20258,GALAXY
20.23111,19.59685,19.51795,19.36965,19.08661,QSO
22.33643,22.09598,20.65883,19.65578,19.17764,GALAXY
21.24733,20.14381,19.23893,18.80195,18.28645,GALAXY
23.47425,22.43995,20.56138,19.63455,19.11144,GALAXY
19.69377,18.04622,16.92751,16.32397,15.93643,GALAXY
20.88518,20.0841,19.94762,19.89627,19.5505,QSO
20.78691,19.01244,17.86037,17.27423,16.9444,GALAXY
20.4431,18.41136,17.28879,16.81431,16.40058,GALAXY
22.55763,21.34011,19.41252,18.70645,18.17062,GALAXY
21.021,20.38919,20.36547,20.2636,20.07257,QSO
24.29376,21.84215,20.05845,19.1294,18.70077,GALAXY
23.93295,22.08932,20.67919,19.86389,19.3349,GALAXY
19.80395,17.69417,16.61861,16.16107,15.7828,GALAXY
23.71077,22.04853,20.62466,19.58914,19.05016,GALAXY
23.24135,21.98889,20.41538,19.61397,19.14176,GALAXY
25.14152,20.00965,18.54848,17.89209,17.60546,GALAXY
21.1938,19.13613,17.71102,17.1814,16.8341,GALAXY
17.89636,16.11328,15.19101,14.73174,14.38015,GALAXY
25.65188,22.97239,21.66252,20.13373,19.85748,GALAXY
19.72566,17.90309,16.92309,16.49568,16.13196,GALAXY
18.26621,16.57686,15.78917,15.35155,15.02783,GALAXY
26.95711,20.80903,19.21169,18.45934,18.18708,GALAXY
20.71408,18.73811,17.72695,17.22425,16.93568,GALAXY
21.13557,20.41806,20.28352,20.26308,20.14705,QSO
20.18942,19.86726,19.84867,19.76983,19.58846,QSO
23.61762,21.5264,20.41197,19.6552,19.32921,GALAXY
21.44799,20.86373,20.79617,20.66387,20.43012,QSO
23.50656,20.38096,18.75828,18.17558,17.85968,GALAXY
20.81314,18.80958,17.57152,17.06795,16.71269,GALAXY
24.16758,20.83593,19.14094,18.47288,18.09436,GALAXY
20.26921,18.20874,16.92548,16.39984,16.00414,GALAXY
19.49968,18.14849,17.4147,16.97799,16.71929,GALAXY
20.32486,18.61652,17.55129,17.06044,16.66209,GALAXY
17.92645,16.68092,15.98023,15.62446,15.32485,GALAXY
23.07077,22.11041,20.63586,19.40403,19.11746,GALAXY
18.19814,16.62986,15.8002,15.36464,15.02536,GALAXY
20.44376,18.51389,17.27443,16.80279,16.45976,GALAXY
19.83719,19.2294,18.41576,17.86931,17.71389,QSO
22.15164,20.04361,18.87504,17.94084,17.39542,GALAXY
24.10369,22.28404,20.63164,19.72999,19.54575,GALAXY
22.39421,19.35194,17.82397,17.21575,16.84575,GALAXY
25.39705,22.72684,20.61131,19.61079,19.02361,GALAXY
23.54977,22.66778,20.78091,19.75283,19.3891,GALAXY
19.44303,18.38452,18.08207,17.78752,17.80562,GALAXY
21.81947,21.17723,21.17514,21.19177,20.80276,QSO
25.75497,23.62797,22.10038,20.93739,20.90259,GALAXY
20.39128,18.64016,17.56609,17.08124,16.7636,GALAXY
20.49429,18.32359,16.8743,16.30994,15.91667,GALAXY
18.66586,18.52077,18.21635,17.89711,18.06714,QSO
24.6273,22.44417,21.11321,20.1018,19.73867,GALAXY
22.12276,19.44868,18.07923,17.48231,17.17832,GALAXY
19.02866,17.83147,17.21431,16.83872,16.58106,GALAXY
19.78241,18.63589,18.08802,17.7946,17.64684,GALAXY
24.8508,22.33189,20.74553,19.7915,19.31517,GALAXY
19.70975,19.45434,19.01907,18.92622,19.07233,QSO
22.18402,21.77431,21.51233,21.79471,20.82214,GALAXY
24.16924,22.02628,20.1724,19.06746,18.69859,GALAXY
20.63716,18.61651,17.80678,17.40459,17.08908,GALAXY
17.67575,16.08173,15.2382,14.76,14.39873,GALAXY
23.94176,22.3509,20.54056,19.55193,19.05582,GALAXY
24.65018,22.20023,20.31362,19.36402,18.66274,GALAXY
20.05579,18.23961,17.33865,16.95506,16.63703,GALAXY
20.40747,18.71084,17.70629,17.286,16.91661,GALAXY
21.9677,21.87245,20.5378,19.67764,19.33041,GALAXY
20.09634,18.67663,17.88422,17.38229,17.08013,GALAXY
23.83829,22.52035,20.84357,19.79081,19.26047,GALAXY
18.32093,16.39997,15.50231,15.06651,14.73359,GALAXY
23.0212,21.1819,19.5774,18.7669,18.3694,GALAXY
26.00591,22.19738,20.63854,19.5875,19.24194,GALAXY
20.2248,18.0357,17.06694,16.56105,16.20674,GALAXY
22.39761,21.25772,20.75919,20.4265,19.81055,QSO
19.30213,17.33992,16.39784,15.99282,15.65195,GALAXY
21.77243,20.6322,19.62734,19.15766,18.78299,GALAXY
25.27685,22.21463,20.52769,19.21138,18.73165,GALAXY
26.5699,21.0458,19.58558,18.79255,19.60227,GALAXY
22.26304,21.35408,19.28241,18.57922,18.08924,GALAXY
18.37895,16.38797,15.41013,14.9443,14.60374,GALAXY
21.45444,19.25024,17.68002,17.09994,16.71444,GALAXY
16.97161,15.60213,14.86506,14.4677,14.12728,GALAXY
24.33864,23.72094,21.63791,20.18977,19.65345,GALAXY
19.80783,18.04737,17.23524,16.85903,16.52725,GALAXY
19.51146,17.93886,17.02429,16.57343,16.24279,GALAXY
23.50812,23.26363,21.22273,19.97056,19.45493,GALAXY
18.60055,17.11587,16.35823,15.90326,15.61007,GALAXY
23.57556,22.20033,21.01647,19.94639,19.33614,GALAXY
23.40348,21.69873,19.79016,18.94653,18.4227,GALAXY
22.58121,21.64726,19.97349,18.76521,18.3748,GALAXY
20.50329,18.71658,17.57631,17.08847,16.72268,GALAXY
25.44663,23.1083,21.21291,20.07419,19.59358,GALAXY
19.0623,18.98451,19.07089,18.83743,18.81091,QSO
19.95568,18.70204,17.87253,17.41646,17.16103,GALAXY
23.00283,20.89676,20.57328,20.53375,20.70116,QSO
24.63466,22.21521,20.63376,19.96587,21.25886,QSO
23.90929,22.53003,20.51448,19.4383,18.90443,GALAXY
23.39114,22.56757,20.80166,19.69631,19.36328,GALAXY
22.95431,20.80304,19.01544,18.43326,18.05857,GALAXY
22.31195,21.11671,19.84433,19.09477,18.57355,GALAXY
20.49825,18.5287,17.3955,16.88643,16.48096,GALAXY
25.13136,22.2287,20.50908,19.60742,19.02311,GALAXY
24.31754,20.88749,19.23567,18.54555,18.08621,GALAXY
19.19004,17.34421,16.38432,15.93179,15.63265,GALAXY
25.57511,22.29787,20.73592,19.8531,19.45325,GALAXY
25.14835,22.5055,21.20058,20.14919,19.56193,GALAXY
20.58455,18.58287,17.37412,16.90209,16.54894,GALAXY
20.58787,18.39737,17.16224,16.64728,16.28029,GALAXY
22.99783,20.36993,18.62682,17.98949,17.54333,GALAXY
19.43725,19.44525,19.1927,19.21292,19.24689,QSO
21.01307,18.52324,17.19481,16.6613,16.27694,GALAXY
22.62056,21.59476,19.82686,18.90443,18.38743,GALAXY
20.06608,19.37271,19.20917,19.14762,18.95697,QSO
23.87102,21.39484,19.54727,18.84391,18.37551,GALAXY
23.81158,22.76701,21.45113,20.07864,19.37364,GALAXY
23.94232,22.4163,21.04809,20.01284,19.46757,GALAXY
21.3656,20.02637,20.88206,19.17382,18.96125,GALAXY
24.89566,22.58384,20.68234,19.83366,19.49887,GALAXY
26.27886,20.94956,19.14626,18.49751,18.16617,GALAXY
22.70007,21.14918,19.34995,18.64341,18.27637,GALAXY
23.08998,20.80858,18.98397,18.34983,18.09891,GALAXY
24.15094,20.76384,19.0754,18.25974,17.62971,GALAXY
21.92786,21.19069,21.18393,21.28859,20.82583,QSO
22.08838,19.7456,17.87137,17.23705,16.86092,GALAXY
24.63039,21.91185,20.28841,19.35138,18.94481,GALAXY
20.24534,18.27279,17.24824,16.72492,16.41268,GALAXY
22.8114,20.99384,19.29011,18.58695,18.16619,GALAXY
23.24405,24.18847,21.68201,20.29334,19.68873,GALAXY
22.15828,20.02174,18.52015,17.91182,17.51881,GALAXY
24.36296,20.99002,19.28659,18.49875,17.95411,GALAXY
25.79199,23.06074,20.87992,19.85988,19.40584,GALAXY
25.33587,22.1045,20.78487,19.57261,19.20445,GALAXY
24.29091,22.4298,20.7642,19.81742,19.24487,GALAXY
23.28239,21.68826,19.73844,18.93511,18.47866,GALAXY
